t,__msgtype__,depth,header.__msgtype__,header.frame_id,header.seq,header.stamp.__msgtype__,header.stamp.nanosec,header.stamp.sec,pressure,temperature
1724164481.3970754,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1743,builtin_interfaces/msg/Time,396253108,1724164481,1229.300048828125,15.5
1724164481.4432418,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1744,builtin_interfaces/msg/Time,442131042,1724164481,1229.300048828125,15.5
1724164481.50312,messages/msg/DepthTemperature,2.194999933242798,std_msgs/msg/Header,,1745,builtin_interfaces/msg/Time,501970767,1724164481,1228.9000244140625,15.5
1724164481.5650148,messages/msg/DepthTemperature,2.194999933242798,std_msgs/msg/Header,,1746,builtin_interfaces/msg/Time,563806533,1724164481,1228.9000244140625,15.5
1724164481.6323795,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1747,builtin_interfaces/msg/Time,631623029,1724164481,1229.5,15.5
1724164481.6818595,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1748,builtin_interfaces/msg/Time,681530714,1724164481,1229.5,15.5
1724164481.7684295,messages/msg/DepthTemperature,2.193000078201294,std_msgs/msg/Header,,1749,builtin_interfaces/msg/Time,767271280,1724164481,1228.699951171875,15.5
1724164481.8423028,messages/msg/DepthTemperature,2.197999954223633,std_msgs/msg/Header,,1750,builtin_interfaces/msg/Time,841074705,1724164481,1229.199951171875,15.489999771118164
1724164481.8993483,messages/msg/DepthTemperature,2.197999954223633,std_msgs/msg/Header,,1751,builtin_interfaces/msg/Time,897924184,1724164481,1229.199951171875,15.489999771118164
1724164481.9656255,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1752,builtin_interfaces/msg/Time,964745759,1724164481,1229.4000244140625,15.489999771118164
1724164482.0322511,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1753,builtin_interfaces/msg/Time,31565427,1724164482,1229.5,15.5
1724164482.0816538,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1754,builtin_interfaces/msg/Time,80434322,1724164482,1229.5,15.5
1724164482.1510866,messages/msg/DepthTemperature,2.197999954223633,std_msgs/msg/Header,,1755,builtin_interfaces/msg/Time,149251699,1724164482,1229.199951171875,15.5
1724164482.223663,messages/msg/DepthTemperature,2.2060000896453857,std_msgs/msg/Header,,1756,builtin_interfaces/msg/Time,222315788,1724164482,1230.0,15.5
1724164482.282541,messages/msg/DepthTemperature,2.2060000896453857,std_msgs/msg/Header,,1757,builtin_interfaces/msg/Time,280201196,1724164482,1230.0,15.5
1724164482.3461492,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1758,builtin_interfaces/msg/Time,344988584,1724164482,1229.4000244140625,15.5
1724164482.4210804,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1759,builtin_interfaces/msg/Time,419795751,1724164482,1229.699951171875,15.5
1724164482.4708803,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1760,builtin_interfaces/msg/Time,469657897,1724164482,1229.699951171875,15.5
1724164482.5266232,messages/msg/DepthTemperature,2.2100000381469727,std_msgs/msg/Header,,1761,builtin_interfaces/msg/Time,525565385,1724164482,1230.4000244140625,15.5
1724164482.5782692,messages/msg/DepthTemperature,2.2100000381469727,std_msgs/msg/Header,,1762,builtin_interfaces/msg/Time,577408075,1724164482,1230.4000244140625,15.5
1724164482.643403,messages/msg/DepthTemperature,2.2139999866485596,std_msgs/msg/Header,,1763,builtin_interfaces/msg/Time,642271041,1724164482,1230.800048828125,15.5
1724164482.728917,messages/msg/DepthTemperature,2.2260000705718994,std_msgs/msg/Header,,1764,builtin_interfaces/msg/Time,727990865,1724164482,1232.0999755859375,15.5
1724164482.788452,messages/msg/DepthTemperature,2.2260000705718994,std_msgs/msg/Header,,1765,builtin_interfaces/msg/Time,787641048,1724164482,1232.0999755859375,15.5
1724164482.8354359,messages/msg/DepthTemperature,2.2249999046325684,std_msgs/msg/Header,,1766,builtin_interfaces/msg/Time,834512948,1724164482,1232.0,15.5
1724164482.8823655,messages/msg/DepthTemperature,2.2249999046325684,std_msgs/msg/Header,,1767,builtin_interfaces/msg/Time,881388187,1724164482,1232.0,15.5
1724164482.9381857,messages/msg/DepthTemperature,2.2249999046325684,std_msgs/msg/Header,,1768,builtin_interfaces/msg/Time,937237739,1724164482,1232.0,15.5
1724164483.0030372,messages/msg/DepthTemperature,2.236999988555908,std_msgs/msg/Header,,1769,builtin_interfaces/msg/Time,2093315,1724164483,1233.199951171875,15.5
1724164483.0551224,messages/msg/DepthTemperature,2.236999988555908,std_msgs/msg/Header,,1770,builtin_interfaces/msg/Time,53960800,1724164483,1233.199951171875,15.5
1724164483.121864,messages/msg/DepthTemperature,2.2360000610351562,std_msgs/msg/Header,,1771,builtin_interfaces/msg/Time,120748758,1724164483,1233.0999755859375,15.5
1724164483.219198,messages/msg/DepthTemperature,2.246000051498413,std_msgs/msg/Header,,1772,builtin_interfaces/msg/Time,218487024,1724164483,1234.0999755859375,15.5
1724164483.271903,messages/msg/DepthTemperature,2.246000051498413,std_msgs/msg/Header,,1773,builtin_interfaces/msg/Time,270348072,1724164483,1234.0999755859375,15.5
1724164483.321845,messages/msg/DepthTemperature,2.246999979019165,std_msgs/msg/Header,,1774,builtin_interfaces/msg/Time,321210622,1724164483,1234.199951171875,15.5
1724164483.3769605,messages/msg/DepthTemperature,2.246999979019165,std_msgs/msg/Header,,1775,builtin_interfaces/msg/Time,375119209,1724164483,1234.199951171875,15.5
1724164483.455565,messages/msg/DepthTemperature,2.243000030517578,std_msgs/msg/Header,,1776,builtin_interfaces/msg/Time,454883337,1724164483,1233.800048828125,15.5
1724164483.5059338,messages/msg/DepthTemperature,2.243000030517578,std_msgs/msg/Header,,1777,builtin_interfaces/msg/Time,504721164,1724164483,1233.800048828125,15.5
1724164483.5726433,messages/msg/DepthTemperature,2.247999906539917,std_msgs/msg/Header,,1778,builtin_interfaces/msg/Time,571541070,1724164483,1234.300048828125,15.5
1724164483.6297562,messages/msg/DepthTemperature,2.250999927520752,std_msgs/msg/Header,,1779,builtin_interfaces/msg/Time,628390312,1724164483,1234.5999755859375,15.5
1724164483.685871,messages/msg/DepthTemperature,2.250999927520752,std_msgs/msg/Header,,1780,builtin_interfaces/msg/Time,684239864,1724164483,1234.5999755859375,15.5
1724164483.753323,messages/msg/DepthTemperature,2.249000072479248,std_msgs/msg/Header,,1781,builtin_interfaces/msg/Time,752061128,1724164483,1234.4000244140625,15.5
1724164483.8116312,messages/msg/DepthTemperature,2.243000030517578,std_msgs/msg/Header,,1782,builtin_interfaces/msg/Time,809903621,1724164483,1233.800048828125,15.5
1724164483.874208,messages/msg/DepthTemperature,2.243000030517578,std_msgs/msg/Header,,1783,builtin_interfaces/msg/Time,873768091,1724164483,1233.800048828125,15.5
1724164483.9346745,messages/msg/DepthTemperature,2.240000009536743,std_msgs/msg/Header,,1784,builtin_interfaces/msg/Time,933573961,1724164483,1233.5,15.5
1724164484.0173764,messages/msg/DepthTemperature,2.2309999465942383,std_msgs/msg/Header,,1785,builtin_interfaces/msg/Time,14397621,1724164484,1232.5999755859375,15.5
1724164484.0799534,messages/msg/DepthTemperature,2.2309999465942383,std_msgs/msg/Header,,1786,builtin_interfaces/msg/Time,78960895,1724164484,1232.5999755859375,15.5
1724164484.1273847,messages/msg/DepthTemperature,2.236999988555908,std_msgs/msg/Header,,1787,builtin_interfaces/msg/Time,126867771,1724164484,1233.199951171875,15.5
1724164484.171107,messages/msg/DepthTemperature,2.236999988555908,std_msgs/msg/Header,,1788,builtin_interfaces/msg/Time,170458555,1724164484,1233.199951171875,15.5
1724164484.2330704,messages/msg/DepthTemperature,2.2300000190734863,std_msgs/msg/Header,,1789,builtin_interfaces/msg/Time,232291698,1724164484,1232.5,15.5
1724164484.292772,messages/msg/DepthTemperature,2.2300000190734863,std_msgs/msg/Header,,1790,builtin_interfaces/msg/Time,292123794,1724164484,1232.5,15.5
1724164484.3479931,messages/msg/DepthTemperature,2.2320001125335693,std_msgs/msg/Header,,1791,builtin_interfaces/msg/Time,346976280,1724164484,1232.699951171875,15.5
1724164484.4251873,messages/msg/DepthTemperature,2.2209999561309814,std_msgs/msg/Header,,1792,builtin_interfaces/msg/Time,424073934,1724164484,1231.5999755859375,15.5
1724164484.533554,messages/msg/DepthTemperature,2.2260000705718994,std_msgs/msg/Header,,1793,builtin_interfaces/msg/Time,532264709,1724164484,1232.0999755859375,15.5
1724164484.5789807,messages/msg/DepthTemperature,2.2260000705718994,std_msgs/msg/Header,,1794,builtin_interfaces/msg/Time,578142642,1724164484,1232.0999755859375,15.5
1724164484.6377523,messages/msg/DepthTemperature,2.2219998836517334,std_msgs/msg/Header,,1795,builtin_interfaces/msg/Time,636986255,1724164484,1231.699951171875,15.5
1724164484.7627873,messages/msg/DepthTemperature,2.2149999141693115,std_msgs/msg/Header,,1796,builtin_interfaces/msg/Time,761654376,1724164484,1231.0,15.5
1724164484.822328,messages/msg/DepthTemperature,2.2170000076293945,std_msgs/msg/Header,,1797,builtin_interfaces/msg/Time,821491718,1724164484,1231.199951171875,15.5
1724164484.8656332,messages/msg/DepthTemperature,2.2170000076293945,std_msgs/msg/Header,,1798,builtin_interfaces/msg/Time,864376306,1724164484,1231.199951171875,15.5
1724164484.921793,messages/msg/DepthTemperature,2.2139999866485596,std_msgs/msg/Header,,1799,builtin_interfaces/msg/Time,921256303,1724164484,1230.9000244140625,15.5
1724164484.9824693,messages/msg/DepthTemperature,2.2139999866485596,std_msgs/msg/Header,,1800,builtin_interfaces/msg/Time,981110811,1724164484,1230.9000244140625,15.5
1724164485.05781,messages/msg/DepthTemperature,2.2139999866485596,std_msgs/msg/Header,,1801,builtin_interfaces/msg/Time,56861877,1724164485,1230.800048828125,15.5
1724164485.1207547,messages/msg/DepthTemperature,2.2070000171661377,std_msgs/msg/Header,,1802,builtin_interfaces/msg/Time,119693756,1724164485,1230.0999755859375,15.5
1724164485.1756656,messages/msg/DepthTemperature,2.2070000171661377,std_msgs/msg/Header,,1803,builtin_interfaces/msg/Time,174584388,1724164485,1230.0999755859375,15.5
1724164485.2585483,messages/msg/DepthTemperature,2.2079999446868896,std_msgs/msg/Header,,1804,builtin_interfaces/msg/Time,257325649,1724164485,1230.199951171875,15.5
1724164485.3429775,messages/msg/DepthTemperature,2.2049999237060547,std_msgs/msg/Header,,1805,builtin_interfaces/msg/Time,342099428,1724164485,1229.9000244140625,15.5
1724164485.3975813,messages/msg/DepthTemperature,2.2049999237060547,std_msgs/msg/Header,,1806,builtin_interfaces/msg/Time,396953105,1724164485,1229.9000244140625,15.5
1724164485.4481082,messages/msg/DepthTemperature,2.2039999961853027,std_msgs/msg/Header,,1807,builtin_interfaces/msg/Time,447567462,1724164485,1229.800048828125,15.5
1724164485.5184233,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1808,builtin_interfaces/msg/Time,517892122,1724164485,1229.4000244140625,15.5
1724164485.5736065,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1809,builtin_interfaces/msg/Time,572743892,1724164485,1229.4000244140625,15.5
1724164485.6572747,messages/msg/DepthTemperature,2.193000078201294,std_msgs/msg/Header,,1810,builtin_interfaces/msg/Time,656521558,1724164485,1228.699951171875,15.5
1724164485.7249265,messages/msg/DepthTemperature,2.197999954223633,std_msgs/msg/Header,,1811,builtin_interfaces/msg/Time,724439859,1724164485,1229.199951171875,15.5
1724164485.789296,messages/msg/DepthTemperature,2.197999954223633,std_msgs/msg/Header,,1812,builtin_interfaces/msg/Time,788871049,1724164485,1229.199951171875,15.5
1724164485.8514085,messages/msg/DepthTemperature,2.196000099182129,std_msgs/msg/Header,,1813,builtin_interfaces/msg/Time,849709272,1724164485,1229.0,15.489999771118164
1724164485.9112365,messages/msg/DepthTemperature,2.188999891281128,std_msgs/msg/Header,,1814,builtin_interfaces/msg/Time,909959793,1724164485,1228.300048828125,15.489999771118164
1724164485.9702306,messages/msg/DepthTemperature,2.188999891281128,std_msgs/msg/Header,,1815,builtin_interfaces/msg/Time,969799757,1724164485,1228.300048828125,15.489999771118164
1724164486.0308435,messages/msg/DepthTemperature,2.190000057220459,std_msgs/msg/Header,,1816,builtin_interfaces/msg/Time,28676509,1724164486,1228.4000244140625,15.5
1724164486.099491,messages/msg/DepthTemperature,2.190000057220459,std_msgs/msg/Header,,1817,builtin_interfaces/msg/Time,97458839,1724164486,1228.4000244140625,15.5
1724164486.1499293,messages/msg/DepthTemperature,2.190000057220459,std_msgs/msg/Header,,1818,builtin_interfaces/msg/Time,147324323,1724164486,1228.4000244140625,15.5
1724164486.2109923,messages/msg/DepthTemperature,2.184000015258789,std_msgs/msg/Header,,1819,builtin_interfaces/msg/Time,210737943,1724164486,1227.800048828125,15.5
1724164486.2702942,messages/msg/DepthTemperature,2.184000015258789,std_msgs/msg/Header,,1820,builtin_interfaces/msg/Time,269581317,1724164486,1227.800048828125,15.5
1724164486.3412168,messages/msg/DepthTemperature,2.183000087738037,std_msgs/msg/Header,,1821,builtin_interfaces/msg/Time,340422868,1724164486,1227.699951171875,15.489999771118164
1724164486.3898826,messages/msg/DepthTemperature,2.183000087738037,std_msgs/msg/Header,,1822,builtin_interfaces/msg/Time,388805627,1724164486,1227.699951171875,15.489999771118164
1724164486.4445665,messages/msg/DepthTemperature,2.180999994277954,std_msgs/msg/Header,,1823,builtin_interfaces/msg/Time,443657875,1724164486,1227.5,15.5
1724164486.4974244,messages/msg/DepthTemperature,2.180999994277954,std_msgs/msg/Header,,1824,builtin_interfaces/msg/Time,496583700,1724164486,1227.5,15.5
1724164486.5551493,messages/msg/DepthTemperature,2.184000015258789,std_msgs/msg/Header,,1825,builtin_interfaces/msg/Time,554394721,1724164486,1227.800048828125,15.5
1724164486.6188207,messages/msg/DepthTemperature,2.184000015258789,std_msgs/msg/Header,,1826,builtin_interfaces/msg/Time,618225812,1724164486,1227.800048828125,15.489999771118164
1724164486.665616,messages/msg/DepthTemperature,2.184000015258789,std_msgs/msg/Header,,1827,builtin_interfaces/msg/Time,665132761,1724164486,1227.800048828125,15.489999771118164
1724164486.7185423,messages/msg/DepthTemperature,2.177999973297119,std_msgs/msg/Header,,1828,builtin_interfaces/msg/Time,717956304,1724164486,1227.199951171875,15.489999771118164
1724164486.7699466,messages/msg/DepthTemperature,2.177999973297119,std_msgs/msg/Header,,1829,builtin_interfaces/msg/Time,768339633,1724164486,1227.199951171875,15.489999771118164
1724164486.8287342,messages/msg/DepthTemperature,2.181999921798706,std_msgs/msg/Header,,1830,builtin_interfaces/msg/Time,828179121,1724164486,1227.5999755859375,15.5
1724164486.8758287,messages/msg/DepthTemperature,2.181999921798706,std_msgs/msg/Header,,1831,builtin_interfaces/msg/Time,875054121,1724164486,1227.5999755859375,15.5
1724164486.946281,messages/msg/DepthTemperature,2.181999921798706,std_msgs/msg/Header,,1832,builtin_interfaces/msg/Time,945864200,1724164486,1227.5999755859375,15.5
1724164487.0440576,messages/msg/DepthTemperature,2.190999984741211,std_msgs/msg/Header,,1833,builtin_interfaces/msg/Time,42610883,1724164487,1228.5,15.489999771118164
1724164487.1186478,messages/msg/DepthTemperature,2.184999942779541,std_msgs/msg/Header,,1834,builtin_interfaces/msg/Time,118402719,1724164487,1227.9000244140625,15.5
1724164487.1754498,messages/msg/DepthTemperature,2.184999942779541,std_msgs/msg/Header,,1835,builtin_interfaces/msg/Time,174254179,1724164487,1227.9000244140625,15.5
1724164487.2554824,messages/msg/DepthTemperature,2.188999891281128,std_msgs/msg/Header,,1836,builtin_interfaces/msg/Time,255038976,1724164487,1228.300048828125,15.5
1724164487.32386,messages/msg/DepthTemperature,2.187000036239624,std_msgs/msg/Header,,1837,builtin_interfaces/msg/Time,322856664,1724164487,1228.0999755859375,15.5
1724164487.3679225,messages/msg/DepthTemperature,2.187000036239624,std_msgs/msg/Header,,1838,builtin_interfaces/msg/Time,366739273,1724164487,1228.0999755859375,15.5
1724164487.4439058,messages/msg/DepthTemperature,2.196000099182129,std_msgs/msg/Header,,1839,builtin_interfaces/msg/Time,441573381,1724164487,1229.0,15.5
1724164487.5429199,messages/msg/DepthTemperature,2.194000005722046,std_msgs/msg/Header,,1840,builtin_interfaces/msg/Time,542268991,1724164487,1228.800048828125,15.5
1724164487.5995038,messages/msg/DepthTemperature,2.194000005722046,std_msgs/msg/Header,,1841,builtin_interfaces/msg/Time,598119497,1724164487,1228.800048828125,15.5
1724164487.651585,messages/msg/DepthTemperature,2.191999912261963,std_msgs/msg/Header,,1842,builtin_interfaces/msg/Time,650984764,1724164487,1228.5999755859375,15.5
1724164487.704261,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1843,builtin_interfaces/msg/Time,703617334,1724164487,1229.4000244140625,15.5
1724164487.7535937,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1844,builtin_interfaces/msg/Time,752489566,1724164487,1229.4000244140625,15.5
1724164487.8278697,messages/msg/DepthTemperature,2.2019999027252197,std_msgs/msg/Header,,1845,builtin_interfaces/msg/Time,827290058,1724164487,1229.5999755859375,15.489999771118164
1724164487.875715,messages/msg/DepthTemperature,2.2019999027252197,std_msgs/msg/Header,,1846,builtin_interfaces/msg/Time,875161886,1724164487,1229.5999755859375,15.489999771118164
1724164487.936264,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1847,builtin_interfaces/msg/Time,935546636,1724164487,1229.5,15.5
1724164487.9907696,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1848,builtin_interfaces/msg/Time,987989187,1724164487,1229.5,15.5
1724164488.0570314,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1849,builtin_interfaces/msg/Time,56770563,1724164488,1229.5,15.5
1724164488.1114986,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1850,builtin_interfaces/msg/Time,110628366,1724164488,1229.5,15.5
1724164488.1681309,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1851,builtin_interfaces/msg/Time,166494369,1724164488,1229.5,15.5
1724164488.2222922,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1852,builtin_interfaces/msg/Time,221345901,1724164488,1229.300048828125,15.489999771118164
1724164488.2822928,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1853,builtin_interfaces/msg/Time,281186580,1724164488,1229.300048828125,15.489999771118164
1724164488.3444104,messages/msg/DepthTemperature,2.2039999961853027,std_msgs/msg/Header,,1854,builtin_interfaces/msg/Time,343061208,1724164488,1229.800048828125,15.5
1724164488.4052842,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1855,builtin_interfaces/msg/Time,404854774,1724164488,1229.5,15.489999771118164
1724164488.4666893,messages/msg/DepthTemperature,2.2009999752044678,std_msgs/msg/Header,,1856,builtin_interfaces/msg/Time,465819358,1724164488,1229.5,15.489999771118164
1724164488.5530398,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1857,builtin_interfaces/msg/Time,552551031,1724164488,1229.4000244140625,15.5
1724164488.6184454,messages/msg/DepthTemperature,2.2019999027252197,std_msgs/msg/Header,,1858,builtin_interfaces/msg/Time,617376804,1724164488,1229.5999755859375,15.489999771118164
1724164488.6632948,messages/msg/DepthTemperature,2.2019999027252197,std_msgs/msg/Header,,1859,builtin_interfaces/msg/Time,662314176,1724164488,1229.5999755859375,15.489999771118164
1724164488.7304292,messages/msg/DepthTemperature,2.2070000171661377,std_msgs/msg/Header,,1860,builtin_interfaces/msg/Time,729138851,1724164488,1230.0999755859375,15.5
1724164488.7919328,messages/msg/DepthTemperature,2.2070000171661377,std_msgs/msg/Header,,1861,builtin_interfaces/msg/Time,790970802,1724164488,1230.0999755859375,15.5
1724164488.8442502,messages/msg/DepthTemperature,2.2090001106262207,std_msgs/msg/Header,,1862,builtin_interfaces/msg/Time,843828201,1724164488,1230.300048828125,15.5
1724164488.9214478,messages/msg/DepthTemperature,2.2070000171661377,std_msgs/msg/Header,,1863,builtin_interfaces/msg/Time,920623779,1724164488,1230.0999755859375,15.489999771118164
1724164489.029788,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1864,builtin_interfaces/msg/Time,28334856,1724164489,1229.699951171875,15.489999771118164
1724164489.0759904,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1865,builtin_interfaces/msg/Time,74213027,1724164489,1229.699951171875,15.489999771118164
1724164489.1410584,messages/msg/DepthTemperature,2.2060000896453857,std_msgs/msg/Header,,1866,builtin_interfaces/msg/Time,140613317,1724164489,1230.0,15.5
1724164489.1941178,messages/msg/DepthTemperature,2.2060000896453857,std_msgs/msg/Header,,1867,builtin_interfaces/msg/Time,193114519,1724164489,1230.0,15.5
1724164489.2862089,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1868,builtin_interfaces/msg/Time,284868717,1724164489,1229.699951171875,15.5
1724164489.345075,messages/msg/DepthTemperature,2.2049999237060547,std_msgs/msg/Header,,1869,builtin_interfaces/msg/Time,343711376,1724164489,1229.9000244140625,15.489999771118164
1724164489.4078805,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1870,builtin_interfaces/msg/Time,406544923,1724164489,1229.4000244140625,15.5
1724164489.4679015,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1871,builtin_interfaces/msg/Time,466671705,1724164489,1229.4000244140625,15.5
1724164489.529516,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1872,builtin_interfaces/msg/Time,528505086,1724164489,1229.699951171875,15.489999771118164
1724164489.5836544,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1873,builtin_interfaces/msg/Time,582360506,1724164489,1229.699951171875,15.489999771118164
1724164489.636156,messages/msg/DepthTemperature,2.2100000381469727,std_msgs/msg/Header,,1874,builtin_interfaces/msg/Time,635220527,1724164489,1230.4000244140625,15.5
1724164489.6983697,messages/msg/DepthTemperature,2.2100000381469727,std_msgs/msg/Header,,1875,builtin_interfaces/msg/Time,697560071,1724164489,1230.4000244140625,15.5
1724164489.7567623,messages/msg/DepthTemperature,2.203000068664551,std_msgs/msg/Header,,1876,builtin_interfaces/msg/Time,755405426,1724164489,1229.699951171875,15.5
1724164489.81758,messages/msg/DepthTemperature,2.197999954223633,std_msgs/msg/Header,,1877,builtin_interfaces/msg/Time,816750526,1724164489,1229.199951171875,15.489999771118164
1724164489.9182,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1878,builtin_interfaces/msg/Time,917430162,1724164489,1229.300048828125,15.5
1724164489.9654915,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1879,builtin_interfaces/msg/Time,964306354,1724164489,1229.300048828125,15.5
1724164490.0353773,messages/msg/DepthTemperature,2.190999984741211,std_msgs/msg/Header,,1880,builtin_interfaces/msg/Time,34118413,1724164490,1228.5,15.5
1724164490.0927973,messages/msg/DepthTemperature,2.190999984741211,std_msgs/msg/Header,,1881,builtin_interfaces/msg/Time,91963529,1724164490,1228.5,15.5
1724164490.150937,messages/msg/DepthTemperature,2.194000005722046,std_msgs/msg/Header,,1882,builtin_interfaces/msg/Time,149808883,1724164490,1228.800048828125,15.489999771118164
1724164490.2210102,messages/msg/DepthTemperature,2.191999912261963,std_msgs/msg/Header,,1883,builtin_interfaces/msg/Time,220618486,1724164490,1228.5999755859375,15.5
1724164490.273906,messages/msg/DepthTemperature,2.191999912261963,std_msgs/msg/Header,,1884,builtin_interfaces/msg/Time,272480487,1724164490,1228.5999755859375,15.5
1724164490.3292506,messages/msg/DepthTemperature,2.194999933242798,std_msgs/msg/Header,,1885,builtin_interfaces/msg/Time,327956199,1724164490,1228.9000244140625,15.489999771118164
1724164490.378298,messages/msg/DepthTemperature,2.194999933242798,std_msgs/msg/Header,,1886,builtin_interfaces/msg/Time,377822160,1724164490,1228.9000244140625,15.489999771118164
1724164490.4575915,messages/msg/DepthTemperature,2.194999933242798,std_msgs/msg/Header,,1887,builtin_interfaces/msg/Time,456611871,1724164490,1228.9000244140625,15.489999771118164
1724164490.5097444,messages/msg/DepthTemperature,2.190000057220459,std_msgs/msg/Header,,1888,builtin_interfaces/msg/Time,508472681,1724164490,1228.4000244140625,15.5
1724164490.5602963,messages/msg/DepthTemperature,2.190000057220459,std_msgs/msg/Header,,1889,builtin_interfaces/msg/Time,559335947,1724164490,1228.4000244140625,15.5
1724164490.6309912,messages/msg/DepthTemperature,2.196000099182129,std_msgs/msg/Header,,1890,builtin_interfaces/msg/Time,630146265,1724164490,1229.0,15.5
1724164490.6757543,messages/msg/DepthTemperature,2.196000099182129,std_msgs/msg/Header,,1891,builtin_interfaces/msg/Time,675025939,1724164490,1229.0,15.5
1724164490.7398865,messages/msg/DepthTemperature,2.194000005722046,std_msgs/msg/Header,,1892,builtin_interfaces/msg/Time,738856792,1724164490,1228.800048828125,15.489999771118164
1724164490.8036222,messages/msg/DepthTemperature,2.194000005722046,std_msgs/msg/Header,,1893,builtin_interfaces/msg/Time,801687955,1724164490,1228.800048828125,15.489999771118164
1724164490.8552558,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1894,builtin_interfaces/msg/Time,854546785,1724164490,1229.300048828125,15.5
1724164490.9369519,messages/msg/DepthTemperature,2.197000026702881,std_msgs/msg/Header,,1895,builtin_interfaces/msg/Time,936334609,1724164490,1229.0999755859375,15.489999771118164
1724164490.9989588,messages/msg/DepthTemperature,2.197000026702881,std_msgs/msg/Header,,1896,builtin_interfaces/msg/Time,997135639,1724164490,1229.0999755859375,15.489999771118164
1724164491.0474505,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1897,builtin_interfaces/msg/Time,46012163,1724164491,1229.300048828125,15.489999771118164
1724164491.1052809,messages/msg/DepthTemperature,2.193000078201294,std_msgs/msg/Header,,1898,builtin_interfaces/msg/Time,104856014,1724164491,1228.699951171875,15.5
1724164491.1493666,messages/msg/DepthTemperature,2.193000078201294,std_msgs/msg/Header,,1899,builtin_interfaces/msg/Time,148740053,1724164491,1228.699951171875,15.5
1724164491.206862,messages/msg/DepthTemperature,2.193000078201294,std_msgs/msg/Header,,1900,builtin_interfaces/msg/Time,206075191,1724164491,1228.699951171875,15.5
1724164491.2641907,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1901,builtin_interfaces/msg/Time,262923479,1724164491,1229.300048828125,15.489999771118164
1724164491.3296342,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1902,builtin_interfaces/msg/Time,328262329,1724164491,1229.300048828125,15.489999771118164
1724164491.3986,messages/msg/DepthTemperature,2.2019999027252197,std_msgs/msg/Header,,1903,builtin_interfaces/msg/Time,397077560,1724164491,1229.5999755859375,15.489999771118164
1724164491.4462416,messages/msg/DepthTemperature,2.2019999027252197,std_msgs/msg/Header,,1904,builtin_interfaces/msg/Time,445161581,1724164491,1229.5999755859375,15.489999771118164
1724164491.5215344,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1905,builtin_interfaces/msg/Time,521004915,1724164491,1229.300048828125,15.5
1724164491.586692,messages/msg/DepthTemperature,2.1989998817443848,std_msgs/msg/Header,,1906,builtin_interfaces/msg/Time,585831165,1724164491,1229.300048828125,15.5
1724164491.6639302,messages/msg/DepthTemperature,2.200000047683716,std_msgs/msg/Header,,1907,builtin_interfaces/msg/Time,662626981,1724164491,1229.4000244140625,15.489999771118164
