t,__msgtype__,child_frame_id,header.__msgtype__,header.frame_id,header.stamp.__msgtype__,header.stamp.nanosec,header.stamp.sec,pose.__msgtype__,pose.pose.__msgtype__,pose.pose.orientation.__msgtype__,pose.pose.orientation.w,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.position.__msgtype__,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,twist.__msgtype__,twist.twist.__msgtype__,twist.twist.angular.__msgtype__,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.twist.linear.__msgtype__,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z
1760946524.5876648,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,587613734,1760946524,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9985921060039281,-0.03405410292258538,0.007597552022947379,-0.039954988474984764,geometry_msgs/msg/Point,24.285700723770262,-0.38320001142024995,4.0072001194238664,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,-0.026497995437697132,0.04463442576496549,-0.03259607735583583,geometry_msgs/msg/Vector3,0.04683478845185248,-0.14224670766713013,-0.016504972341794773
1760946524.689306,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,689262552,1760946524,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9986043358167364,-0.034285054568786895,0.009080699129338425,-0.039133827113541846,geometry_msgs/msg/Point,24.28910538780862,-0.39662957240481167,4.006560332511727,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,-0.004080958969418309,0.027465858156364938,0.021860616502254696,geometry_msgs/msg/Vector3,0.050156830187094256,-0.14209249187547024,-0.015762937794152027
1760946524.787614,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,787562177,1760946524,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.998626083046701,-0.034425082447980426,0.010497378585948748,-0.03808759640718359,geometry_msgs/msg/Point,24.293045977537005,-0.41131857589488124,4.005920918663018,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,-0.0040809589694183095,0.027465858156364945,0.0218606165022547,geometry_msgs/msg/Vector3,0.051144007295380836,-0.14395923242864453,-0.015286113203667797
1760946524.8892992,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,889238286,1760946524,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9986447129054448,-0.0345650028637659,0.011914025273310706,-0.03704124680429335,geometry_msgs/msg/Point,24.296954788480637,-0.426310678363239,4.005319777017826,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,-0.0040809589694183095,0.02746585815636494,0.021860616502254696,geometry_msgs/msg/Vector3,0.049249449887647186,-0.1479730613409607,-0.015226454526892322
1760946524.9877648,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,987681429,1760946524,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9986602253348117,-0.03470481537935861,0.013330634769134436,-0.03599478157121829,geometry_msgs/msg/Point,24.30051894829767,-0.441759010870362,4.004736705000317,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,-0.004080958969418309,0.027465858156364938,0.021860616502254696,geometry_msgs/msg/Vector3,0.0444912029367096,-0.1540011670658223,-0.01561341887769339
1760946525.0892446,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,89195440,1760946525,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9987589519751657,-0.03324959492927978,0.013700453520806776,-0.03445747901155302,geometry_msgs/msg/Point,24.30345444547751,-0.45787257532932024,4.004147952161964,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,0.05054574776717559,-0.006356594871607723,0.03794857921706607,geometry_msgs/msg/Vector3,0.03677565219040523,-0.1620605713460987,-0.016035185415752728
1760946525.1877642,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,187708814,1760946525,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9989076657071403,-0.030710490503512478,0.013358988634197249,-0.03258647859491908,geometry_msgs/msg/Point,24.305448527870343,-0.4748279973561791,4.003525193740256,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,0.050545747767175575,-0.00635659487160772,0.03794857921706606,geometry_msgs/msg/Vector3,0.02579054462079201,-0.17270571678811816,-0.01666577077186835
1760946525.2861688,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,286111969,1760946525,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9990463040489572,-0.02817107631921145,0.013017389003379355,-0.030715149497770326,geometry_msgs/msg/Point,24.30616839481337,-0.4928992839642887,4.002832699498047,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,0.050545747767175575,-0.006356594871607722,0.037948579217066056,geometry_msgs/msg/Vector3,0.01145727823512388,-0.18606416489222052,-0.01776726109106548
1760946525.3881388,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,388056625,1760946525,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9991748656022537,-0.025631377989944006,0.012675658073866326,-0.02884351059509537,geometry_msgs/msg/Point,24.305254884785803,-0.5123530928645552,4.002034821490117,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,0.050545747767175575,-0.006356594871607721,0.03794857921706606,geometry_msgs/msg/Vector3,-0.006544169404389786,-0.20238400446816932,-0.019330450128295075
1760946525.4866946,nav_msgs/msg/Odometry,vehicle/Ground_Truth,std_msgs/msg/Header,world_ned,builtin_interfaces/msg/Time,486647028,1760946525,geometry_msgs/msg/PoseWithCovariance,geometry_msgs/msg/Pose,geometry_msgs/msg/Quaternion,0.9993076686623914,-0.022527636975441148,0.01250025713647635,-0.02684087361396552,geometry_msgs/msg/Point,24.302311263684896,-0.5334859223718577,4.001093657239086,geometry_msgs/msg/TwistWithCovariance,geometry_msgs/msg/Twist,geometry_msgs/msg/Vector3,0.104942164597179,0.011058397952258277,0.05179579967922032,geometry_msgs/msg/Vector3,-0.028606814641984588,-0.22191467925913727,-0.02107492730111777
