t,__msgtype__,format,header.__msgtype__,header.frame_id,header.stamp.__msgtype__,header.stamp.nanosec,header.stamp.sec,pitch,roll,status,std,t_last_reset,time,x,y,yaw,z
1724164561.891789,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,891107797,1724164561,57.92580820516686,-2.4367756904895974,0,0.0,1724164477.9570637,1687100520.598906,13.999505141707505,0.25048475590081654,-4.032091112032827,-6.450246743078017
1724164562.0801997,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,79603672,1724164562,58.50977794995158,-1.8324934709018597,0,0.0,1724164477.9570637,1687100520.808595,14.016817405497505,0.24662359374441356,-2.930796427924163,-6.480867788157113
1724164562.3044457,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,304003953,1724164562,58.97699666697812,-0.46659543168144557,0,0.0,1724164477.9570637,1687100521.024062,14.034027323220316,0.24463598707415088,-0.7650679257106371,-6.511173288683057
1724164562.512227,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,511448860,1724164562,59.273610384568144,0.45422195139668886,0,0.0,1724164477.9570637,1687100521.238729,14.04982861063777,0.24494161104999376,0.4794951518883617,-6.544537719318716
1724164562.7418363,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,740841388,1724164562,59.30861173363919,0.3498433535923726,0,0.0,1724164477.9570637,1687100521.450666,14.067448258093416,0.2463056438820689,0.5306270923524244,-6.577460894317354
1724164562.9662547,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,965883731,1724164562,59.110840462056224,-1.1987533332416722,0,0.0,1724164477.9570637,1687100521.669559,14.088841330042435,0.24738997179215083,-0.5730041375785133,-6.612066486358763
1724164563.2004635,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,199596881,1724164563,59.061673540261474,-3.4638416359022663,0,0.0,1724164477.9570637,1687100521.890832,14.110195637703118,0.25227977374666416,-2.599668081834163,-6.647754731705292
1724164563.4243448,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,423032999,1724164563,59.09172464092095,-5.0027132516230015,0,0.0,1724164477.9570637,1687100522.1135619,14.136145496774638,0.26016294733699225,-4.289819829138413,-6.688192885327917
1724164563.6062064,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,605545282,1724164563,59.08262492289425,-5.339848627575215,0,0.0,1724164477.9570637,1687100522.3284428,14.161568897327541,0.2641950438259994,-4.980342850912392,-6.731151987459261
1724164563.8540576,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,852883100,1724164563,59.17820052092819,-5.216564459508305,0,0.0,1724164477.9570637,1687100522.546094,14.188053239776321,0.26554846961687706,-5.526097904200317,-6.775381222616928
1724164564.0820482,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,81271409,1724164564,59.29483960869589,-4.782274054591771,0,0.0,1724164477.9570637,1687100522.767935,14.20962000231659,0.26113075496288257,-5.629279079532162,-6.818103555254186
1724164564.2674983,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,266774892,1724164564,59.45589280814374,-4.28227721733334,0,0.0,1724164477.9570637,1687100522.981238,14.22711214009108,0.2560743647604301,-5.602241648276675,-6.856441462472175
1724164564.502485,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,501597166,1724164564,59.52389589048693,-3.4171647700606536,0,0.0,1724164477.9570637,1687100523.202885,14.24580723639843,0.25286195105948833,-4.905920122887468,-6.892975204879905
1724164564.7061362,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,705051898,1724164564,59.43329711025921,-2.1625980770823077,0,0.0,1724164477.9570637,1687100523.42286,14.269719167334129,0.2516653371995532,-3.622522648828423,-6.926813236539485
1724164564.9215696,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,920887708,1724164564,59.31682251649734,-0.811877102475622,0,0.0,1724164477.9570637,1687100523.63574,14.294472145582368,0.25487767430503466,-2.2996913145586975,-6.954745873174453
1724164565.128982,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,128334522,1724164565,59.24415913109875,-0.1356951255692068,0,0.0,1724164477.9570637,1687100523.848583,14.314366413094817,0.256221836869359,-1.886155662780203,-6.9852863228885225
1724164565.3595495,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,358716964,1724164565,59.33789773141026,-1.0624982884166994,0,0.0,1724164477.9570637,1687100524.064348,14.332961166685084,0.2580728831783981,-3.3053314938460856,-7.018611383305136
1724164565.5817945,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,581123590,1724164565,59.11137089959844,-3.2533316806604944,0,0.0,1724164477.9570637,1687100524.2855968,14.356103149071352,0.2605810242603925,-5.598999766771776,-7.054906082335418
1724164565.811029,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,810545206,1724164565,58.56737163699272,-3.44506508827898,0,0.0,1724164477.9570637,1687100524.509439,14.381425998195054,0.25961629236266615,-6.033982302449661,-7.090335708684712
1724164566.0098112,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,9094715,1724164566,58.305933253209616,-1.782830166102306,0,0.0,1724164477.9570637,1687100524.727551,14.411451652351964,0.2572266927358206,-4.619889216219327,-7.124671872432714
1724164566.2261224,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,225287437,1724164566,58.25167144295161,0.476216858988622,0,0.0,1724164477.9570637,1687100524.9443889,14.443476263743833,0.25496125028655314,-2.6666095941503447,-7.159762012450339
1724164566.4551272,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,454294681,1724164566,58.51685261259186,2.006217820052731,0,0.0,1724164477.9570637,1687100525.167667,14.477045292586142,0.2519748094961572,-1.7091366230813017,-7.200750059058477
1724164566.6678507,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,666743278,1724164566,58.997417948131016,2.2002705242670615,0,0.0,1724164477.9570637,1687100525.3868458,14.507022976208043,0.2500210073340009,-2.1499245616643914,-7.239440104141551
1724164566.8912349,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,890030860,1724164566,58.68476079323415,0.9578644751611659,0,0.0,1724164477.9570637,1687100525.60547,14.532713574662338,0.24678995114334348,-3.826223152671508,-7.277228609242513
1724164567.1155314,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,114451408,1724164567,58.0456937511985,0.07819902476594937,0,0.0,1724164477.9570637,1687100525.8245409,14.553902268504364,0.24171512847759086,-4.213122366002879,-7.314708751465632
1724164567.3394256,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,338244199,1724164567,56.848011679709934,-0.45828419791350666,0,0.0,1724164477.9570637,1687100526.041275,14.571016459937326,0.23648349700288157,-3.549801573795979,-7.347623252730049
1724164567.5630596,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,562643289,1724164567,55.41014913165727,-1.5924174062978778,0,0.0,1724164477.9570637,1687100526.2657568,14.587234561768007,0.22968801202984054,-3.4737074029383765,-7.3767766082010695
1724164567.7848449,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,783594131,1724164567,54.15111976526179,-3.5454976725426315,0,0.0,1724164477.9570637,1687100526.4861228,14.607799126307285,0.22494369102047287,-4.7692716536045605,-7.399958708659317
1724164568.0134983,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,13023853,1724164568,53.282983483125214,-6.346427862678685,0,0.0,1724164477.9570637,1687100526.7058659,14.63801775326712,0.22514692868471162,-7.342218201217613,-7.423094294412447
1724164568.2110238,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,209967374,1724164568,52.813683003417154,-7.658076819197424,0,0.0,1724164477.9570637,1687100526.928215,14.678006730028958,0.22914988911775477,-9.210080194592056,-7.452426104389959
1724164568.4412992,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,440630674,1724164568,52.68309929430427,-7.91557462825501,0,0.0,1724164477.9570637,1687100527.143935,14.721368321008015,0.23432888830915577,-10.418872165890813,-7.484814420220912
1724164568.660917,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,660037517,1724164568,53.08677455400859,-6.853107637517727,0,0.0,1724164477.9570637,1687100527.365742,14.761508581830816,0.23947800389875235,-10.240515819077828,-7.523462246670171
1724164568.9187229,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,917349338,1724164568,53.740821128730246,-3.7154137508095753,0,0.0,1724164477.9570637,1687100527.6351318,14.800977022667006,0.2473814524686161,-7.550090564582207,-7.576561853968404
1724164569.1263235,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,125830650,1724164569,53.94739741924049,-0.8673984164035842,0,0.0,1724164477.9570637,1687100527.847262,14.830033115022587,0.25526433041284924,-4.13593863331517,-7.615347445617055
1724164569.3818054,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,380658626,1724164569,53.904553624703006,0.9628596984627796,0,0.0,1724164477.9570637,1687100528.065629,14.849496952477795,0.25670897450550945,-1.0804957597922369,-7.654802905031759
1724164569.5875108,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,586614131,1724164569,53.62485026953527,1.146611340419214,0,0.0,1724164477.9570637,1687100528.2900438,14.865332610085916,0.25179883014268695,0.303879322111752,-7.685183981465592
1724164569.7887516,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,788079977,1724164569,53.09361838609061,0.11669895504886718,0,0.0,1724164477.9570637,1687100528.508445,14.880764865980062,0.24576267700244428,0.2647264906066944,-7.707005617549573
1724164570.033849,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,32947778,1724164570,52.8258966156774,-1.8981596229957693,0,0.0,1724164477.9570637,1687100528.7303028,14.904541728219234,0.2411368063119684,-1.1302013114578935,-7.727872623637258
1724164570.2441194,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,243426561,1724164570,52.58758634612142,-4.022824616259702,0,0.0,1724164477.9570637,1687100528.951094,14.939736944690303,0.24443432090138462,-3.1797781872824413,-7.746543224938343
1724164570.4539454,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,452867031,1724164570,52.393715390044136,-4.749558012972202,0,0.0,1724164477.9570637,1687100529.1757479,14.985602904536394,0.25221130740896586,-4.895566991123792,-7.76886514439872
1724164570.6694384,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,668290853,1724164570,53.006220783796266,-3.1389069574890707,0,0.0,1724164477.9570637,1687100529.3877518,15.027914564818666,0.2617054121711536,-5.062933666369053,-7.797285403447109
1724164570.8911364,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,890695333,1724164570,57.040180815581714,-1.239054907197893,0,0.0,1724164477.9570637,1687100529.597735,15.064902980421122,0.26524906265028736,-5.519099086932784,-7.840289000506928
1724164571.1248336,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,123498439,1724164571,58.92666426879907,0.19174175652593237,0,0.0,1724164477.9570637,1687100529.8132439,15.095139465650032,0.2630301870244236,-5.927459941135943,-7.8841887788208895
1724164571.3217874,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,321520090,1724164571,59.316879839899364,1.6332620348966453,0,0.0,1724164477.9570637,1687100530.031658,15.113031233069632,0.25772015923197844,-4.858608464936726,-7.928729545104706
1724164571.5296118,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,528965950,1724164571,59.39294713812757,2.6951764365074866,0,0.0,1724164477.9570637,1687100530.2545109,15.115873168068813,0.24948412561245595,-3.165913419734986,-7.973516789811693
1724164571.75262,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,751664400,1724164571,58.06099666775339,2.2074535655629335,0,0.0,1724164477.9570637,1687100530.4621449,15.117502499278181,0.2399234146873606,-1.3236638291481597,-8.008354938650191
1724164571.851315,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,850400447,1724164571,58.06099666775339,2.2074535655629335,0,0.0,1724164477.9570637,1687100530.568672,15.117502499278181,0.2399234146873606,-1.3236638291481597,-8.008354938650191
1724164572.0642025,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,62832593,1724164572,-0.13041166747187025,-0.8886910809037724,0,0.0,1724164477.9570637,1687100530.7867548,0.01743718938457131,-0.004655515358289972,-0.02540089771373025,-0.003076634165160774
1724164572.3003247,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,299200296,1724164572,-0.966263037408795,-1.943484537808805,0,0.0,1724164477.9570637,1687100531.006515,0.03830394283804117,-0.0063562145768792135,0.1008970473104629,-0.012131250097068533
1724164572.503247,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,502166032,1724164572,-1.6818192215910328,-2.484621890581891,0,0.0,1724164477.9570637,1687100531.222815,0.05273520248279269,0.0009747041931765102,0.16473239159739492,-0.01790134776691898
1724164572.721708,sensors/msg/DVLPosition,json_v3.1,std_msgs/msg/Header,,builtin_interfaces/msg/Time,720600366,1724164572,-2.1047774836667736,-2.6621549453235507,0,0.0,1724164477.9570637,1687100531.431159,0.06864774072242782,0.01287961730555235,0.5535044658909982,-0.019594554551704196
