t,__msgtype__,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,header.__msgtype__,header.frame_id,header.stamp.__msgtype__,header.stamp.nanosec,header.stamp.sec,mag_x,mag_y,mag_z
1724164504.2029078,messages/msg/IMU,-17.0,-26.0,-1009.0,96.0,4.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,202476978,1724164504,0.0,0.0,0.0
1724164504.261038,messages/msg/IMU,-17.0,-26.0,-1009.0,96.0,4.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,260323524,1724164504,0.0,0.0,0.0
1724164504.3300278,messages/msg/IMU,-16.0,-33.0,-996.0,62.0,5.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,329104185,1724164504,0.0,0.0,0.0
1724164504.3763223,messages/msg/IMU,-16.0,-33.0,-996.0,62.0,5.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,375978946,1724164504,0.0,0.0,0.0
1724164504.4362068,messages/msg/IMU,-8.0,-65.0,-989.0,36.0,5.0,-50.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,435521602,1724164504,0.0,0.0,0.0
1724164504.4932396,messages/msg/IMU,-8.0,-65.0,-989.0,36.0,5.0,-50.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,492752313,1724164504,0.0,0.0,0.0
1724164504.5478084,messages/msg/IMU,-13.0,-41.0,-992.0,1.0,7.0,-35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,546607971,1724164504,0.0,0.0,0.0
1724164504.6103976,messages/msg/IMU,-17.0,-42.0,-1003.0,-37.0,10.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,609438657,1724164504,0.0,0.0,0.0
1724164504.6625624,messages/msg/IMU,-17.0,-42.0,-1003.0,-37.0,10.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,661300182,1724164504,0.0,0.0,0.0
1724164504.7432125,messages/msg/IMU,-19.0,-44.0,-992.0,-80.0,19.0,1.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,742086172,1724164504,0.0,0.0,0.0
1724164504.8064013,messages/msg/IMU,-5.0,-29.0,-996.0,-105.0,17.0,-4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,805096149,1724164504,0.0,0.0,0.0
1724164504.857713,messages/msg/IMU,-5.0,-29.0,-996.0,-105.0,17.0,-4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,856955289,1724164504,0.0,0.0,0.0
1724164504.9249477,messages/msg/IMU,-20.0,-24.0,-999.0,-137.0,23.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,923775911,1724164504,0.0,0.0,0.0
1724164504.9859126,messages/msg/IMU,-20.0,-24.0,-999.0,-137.0,23.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,985611438,1724164504,0.0,0.0,0.0
1724164505.0547812,messages/msg/IMU,-13.0,-10.0,-989.0,-162.0,20.0,-6.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,54427623,1724164505,0.0,0.0,0.0
1724164505.131615,messages/msg/IMU,-5.0,3.0,-974.0,-149.0,0.0,-2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,130228281,1724164505,0.0,0.0,0.0
1724164505.176079,messages/msg/IMU,-5.0,3.0,-974.0,-149.0,0.0,-2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,175122261,1724164505,0.0,0.0,0.0
1724164505.2252524,messages/msg/IMU,-6.0,33.0,-981.0,-108.0,-5.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,224010467,1724164505,0.0,0.0,0.0
1724164505.274792,messages/msg/IMU,-6.0,33.0,-981.0,-108.0,-5.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,273839950,1724164505,0.0,0.0,0.0
1724164505.3297677,messages/msg/IMU,-2.0,32.0,-979.0,-75.0,-12.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,328696489,1724164505,0.0,0.0,0.0
1724164505.3862157,messages/msg/IMU,-2.0,32.0,-979.0,-75.0,-12.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,385540962,1724164505,0.0,0.0,0.0
1724164505.4476993,messages/msg/IMU,0.0,39.0,-983.0,-38.0,-8.0,-16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,447375774,1724164505,0.0,0.0,0.0
1724164505.5203166,messages/msg/IMU,-9.0,42.0,-989.0,-18.0,-15.0,-20.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,519183635,1724164505,0.0,0.0,0.0
1724164505.5770018,messages/msg/IMU,-9.0,42.0,-989.0,-18.0,-15.0,-20.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,576032400,1724164505,0.0,0.0,0.0
1724164505.6518428,messages/msg/IMU,-13.0,40.0,-988.0,-24.0,-39.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,650831937,1724164505,0.0,0.0,0.0
1724164505.700736,messages/msg/IMU,-13.0,40.0,-988.0,-24.0,-39.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,699738979,1724164505,0.0,0.0,0.0
1724164505.761068,messages/msg/IMU,-26.0,50.0,-986.0,-27.0,-42.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,760573148,1724164505,0.0,0.0,0.0
1724164505.8519404,messages/msg/IMU,-25.0,51.0,-1001.0,-2.0,-38.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,851414680,1724164505,0.0,0.0,0.0
1724164505.9135146,messages/msg/IMU,-23.0,51.0,-990.0,6.0,-28.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,912665843,1724164505,0.0,0.0,0.0
1724164505.96082,messages/msg/IMU,-23.0,51.0,-990.0,6.0,-28.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,959541082,1724164505,0.0,0.0,0.0
1724164506.033446,messages/msg/IMU,-34.0,39.0,-982.0,15.0,-18.0,-21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,32402992,1724164506,0.0,0.0,0.0
1724164506.103461,messages/msg/IMU,-30.0,47.0,-992.0,14.0,-1.0,-20.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,102907657,1724164506,0.0,0.0,0.0
1724164506.148442,messages/msg/IMU,-30.0,47.0,-992.0,14.0,-1.0,-20.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,147787570,1724164506,0.0,0.0,0.0
1724164506.209135,messages/msg/IMU,-15.0,34.0,-1009.0,33.0,15.0,-14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,207628726,1724164506,0.0,0.0,0.0
1724164506.2600238,messages/msg/IMU,-15.0,34.0,-1009.0,33.0,15.0,-14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,259524583,1724164506,0.0,0.0,0.0
1724164506.3084292,messages/msg/IMU,-31.0,52.0,-989.0,45.0,25.0,-99.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,307360649,1724164506,0.0,0.0,0.0
1724164506.3742514,messages/msg/IMU,-31.0,52.0,-989.0,45.0,25.0,-99.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,373184204,1724164506,0.0,0.0,0.0
1724164506.4315627,messages/msg/IMU,8.0,24.0,-1006.0,53.0,16.0,-65.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,430759429,1724164506,0.0,0.0,0.0
1724164506.491938,messages/msg/IMU,8.0,24.0,-1006.0,53.0,16.0,-65.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,490638494,1724164506,0.0,0.0,0.0
1724164506.5521867,messages/msg/IMU,-31.0,29.0,-1008.0,58.0,40.0,-121.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,551436185,1724164506,0.0,0.0,0.0
1724164506.6191118,messages/msg/IMU,-18.0,18.0,-996.0,39.0,39.0,-70.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,618258476,1724164506,0.0,0.0,0.0
1724164506.6764169,messages/msg/IMU,-18.0,18.0,-996.0,39.0,39.0,-70.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,676102638,1724164506,0.0,0.0,0.0
1724164506.7425578,messages/msg/IMU,-38.0,13.0,-994.0,17.0,48.0,-45.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,741927385,1724164506,0.0,0.0,0.0
1724164506.7887416,messages/msg/IMU,-38.0,13.0,-994.0,17.0,48.0,-45.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,787803173,1724164506,0.0,0.0,0.0
1724164506.8393226,messages/msg/IMU,-15.0,21.0,-995.0,13.0,31.0,-35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,838675022,1724164506,0.0,0.0,0.0
1724164506.9171622,messages/msg/IMU,-24.0,17.0,-991.0,5.0,15.0,-31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,916459321,1724164506,0.0,0.0,0.0
1724164506.9806437,messages/msg/IMU,-24.0,17.0,-991.0,5.0,15.0,-31.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,979292631,1724164506,0.0,0.0,0.0
1724164507.0351033,messages/msg/IMU,-12.0,27.0,-996.0,-13.0,20.0,-35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,34163475,1724164507,0.0,0.0,0.0
1724164507.085678,messages/msg/IMU,-12.0,27.0,-996.0,-13.0,20.0,-35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,85008621,1724164507,0.0,0.0,0.0
1724164507.14402,messages/msg/IMU,-3.0,25.0,-985.0,-33.0,9.0,-43.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,142852783,1724164507,0.0,0.0,0.0
1724164507.1976178,messages/msg/IMU,-18.0,26.0,-988.0,-33.0,-5.0,-8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,196708917,1724164507,0.0,0.0,0.0
1724164507.2542715,messages/msg/IMU,-18.0,26.0,-988.0,-33.0,-5.0,-8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,253067493,1724164507,0.0,0.0,0.0
1724164507.3227992,messages/msg/IMU,16.0,10.0,-996.0,-26.0,-6.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,321885108,1724164507,0.0,0.0,0.0
1724164507.3798258,messages/msg/IMU,16.0,10.0,-996.0,-26.0,-6.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,378732204,1724164507,0.0,0.0,0.0
1724164507.4363945,messages/msg/IMU,-14.0,29.0,-998.0,-36.0,1.0,-7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,435637474,1724164507,0.0,0.0,0.0
1724164507.5039053,messages/msg/IMU,3.0,20.0,-991.0,-52.0,-8.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,502400398,1724164507,0.0,0.0,0.0
1724164507.562471,messages/msg/IMU,3.0,20.0,-991.0,-52.0,-8.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,561241626,1724164507,0.0,0.0,0.0
1724164507.6249542,messages/msg/IMU,3.0,42.0,-996.0,-45.0,-19.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,624073982,1724164507,0.0,0.0,0.0
1724164507.6729593,messages/msg/IMU,3.0,42.0,-996.0,-45.0,-19.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,671986341,1724164507,0.0,0.0,0.0
1724164507.7324417,messages/msg/IMU,-11.0,48.0,-986.0,-27.0,-15.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,732084512,1724164507,0.0,0.0,0.0
1724164507.7853563,messages/msg/IMU,-11.0,48.0,-986.0,-27.0,-15.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,784944534,1724164507,0.0,0.0,0.0
1724164507.8479931,messages/msg/IMU,-15.0,49.0,-987.0,-19.0,-10.0,27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,846812725,1724164507,0.0,0.0,0.0
1724164507.9248443,messages/msg/IMU,-3.0,41.0,-983.0,-7.0,-5.0,21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,923607587,1724164507,0.0,0.0,0.0
1724164507.9957685,messages/msg/IMU,-12.0,28.0,-996.0,17.0,-1.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,995118856,1724164507,0.0,0.0,0.0
1724164508.0467467,messages/msg/IMU,-12.0,28.0,-996.0,17.0,-1.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,45981645,1724164508,0.0,0.0,0.0
1724164508.0976086,messages/msg/IMU,-12.0,28.0,-996.0,17.0,-1.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,96846580,1724164508,0.0,0.0,0.0
1724164508.1527548,messages/msg/IMU,-12.0,46.0,-994.0,19.0,0.0,9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,151904106,1724164508,0.0,0.0,0.0
1724164508.2200065,messages/msg/IMU,-9.0,42.0,-994.0,17.0,0.0,29.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,219094038,1724164508,0.0,0.0,0.0
1724164508.2709727,messages/msg/IMU,-9.0,42.0,-994.0,17.0,0.0,29.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,269958257,1724164508,0.0,0.0,0.0
1724164508.3284328,messages/msg/IMU,-16.0,37.0,-991.0,10.0,3.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,328150510,1724164508,0.0,0.0,0.0
1724164508.374563,messages/msg/IMU,-16.0,37.0,-991.0,10.0,3.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,374059915,1724164508,0.0,0.0,0.0
1724164508.4447072,messages/msg/IMU,3.0,47.0,-994.0,14.0,-5.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,444055557,1724164508,0.0,0.0,0.0
1724164508.4977663,messages/msg/IMU,-13.0,39.0,-1001.0,12.0,11.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,496947765,1724164508,0.0,0.0,0.0
1724164508.5430775,messages/msg/IMU,-13.0,39.0,-1001.0,12.0,11.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,542790889,1724164508,0.0,0.0,0.0
1724164508.5992804,messages/msg/IMU,-20.0,34.0,-995.0,26.0,15.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,598662376,1724164508,0.0,0.0,0.0
1724164508.6521978,messages/msg/IMU,-20.0,34.0,-995.0,26.0,15.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,651523113,1724164508,0.0,0.0,0.0
1724164508.7069516,messages/msg/IMU,-6.0,35.0,-991.0,20.0,32.0,23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,706396341,1724164508,0.0,0.0,0.0
1724164508.756831,messages/msg/IMU,-6.0,35.0,-991.0,20.0,32.0,23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,756273746,1724164508,0.0,0.0,0.0
1724164508.8229191,messages/msg/IMU,-6.0,27.0,-991.0,22.0,14.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,822067499,1724164508,0.0,0.0,0.0
1724164508.884158,messages/msg/IMU,-6.0,27.0,-991.0,22.0,14.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,882945775,1724164508,0.0,0.0,0.0
1724164508.9405448,messages/msg/IMU,0.0,23.0,-997.0,30.0,17.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,939751386,1724164508,0.0,0.0,0.0
1724164509.009971,messages/msg/IMU,-3.0,28.0,-998.0,20.0,0.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,9565114,1724164509,0.0,0.0,0.0
1724164509.0756445,messages/msg/IMU,-3.0,28.0,-998.0,20.0,0.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,74391126,1724164509,0.0,0.0,0.0
1724164509.124415,messages/msg/IMU,-11.0,25.0,-1000.0,10.0,-8.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,123260021,1724164509,0.0,0.0,0.0
1724164509.190378,messages/msg/IMU,-11.0,25.0,-1000.0,10.0,-8.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,189085483,1724164509,0.0,0.0,0.0
1724164509.2392406,messages/msg/IMU,-8.0,20.0,-995.0,-7.0,-20.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,238021612,1724164509,0.0,0.0,0.0
1724164509.2896128,messages/msg/IMU,-8.0,20.0,-995.0,-7.0,-20.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,288816928,1724164509,0.0,0.0,0.0
1724164509.342963,messages/msg/IMU,-13.0,16.0,-992.0,-11.0,-21.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,341675281,1724164509,0.0,0.0,0.0
1724164509.4041839,messages/msg/IMU,-13.0,16.0,-992.0,-11.0,-21.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,403510808,1724164509,0.0,0.0,0.0
1724164509.4708292,messages/msg/IMU,-2.0,33.0,-988.0,-6.0,-19.0,-6.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,469873428,1724164509,0.0,0.0,0.0
1724164509.5271032,messages/msg/IMU,-5.0,32.0,-999.0,-23.0,-31.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,526718616,1724164509,0.0,0.0,0.0
1724164509.5718787,messages/msg/IMU,-5.0,32.0,-999.0,-23.0,-31.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,570600748,1724164509,0.0,0.0,0.0
1724164509.6324959,messages/msg/IMU,-8.0,44.0,-994.0,-37.0,-32.0,35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,631943464,1724164509,0.0,0.0,0.0
1724164509.6812088,messages/msg/IMU,-8.0,44.0,-994.0,-37.0,-32.0,35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,680812835,1724164509,0.0,0.0,0.0
1724164509.735841,messages/msg/IMU,-7.0,16.0,-986.0,-27.0,-19.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,734668970,1724164509,0.0,0.0,0.0
1724164509.7916281,messages/msg/IMU,-7.0,16.0,-986.0,-27.0,-19.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,790525197,1724164509,0.0,0.0,0.0
1724164509.844845,messages/msg/IMU,-19.0,37.0,-993.0,-9.0,-12.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,844408750,1724164509,0.0,0.0,0.0
1724164509.903526,messages/msg/IMU,-25.0,34.0,-997.0,-17.0,-16.0,24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,903218746,1724164509,0.0,0.0,0.0
1724164509.956302,messages/msg/IMU,-25.0,34.0,-997.0,-17.0,-16.0,24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,955133676,1724164509,0.0,0.0,0.0
1724164510.0136833,messages/msg/IMU,-26.0,38.0,-993.0,-19.0,-22.0,-3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,13060569,1724164510,0.0,0.0,0.0
1724164510.0701792,messages/msg/IMU,-26.0,38.0,-993.0,-19.0,-22.0,-3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,68910837,1724164510,0.0,0.0,0.0
1724164510.1191835,messages/msg/IMU,-28.0,48.0,-980.0,-3.0,-17.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,117778778,1724164510,0.0,0.0,0.0
1724164510.162219,messages/msg/IMU,-28.0,48.0,-980.0,-3.0,-17.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,161661148,1724164510,0.0,0.0,0.0
1724164510.2410645,messages/msg/IMU,-21.0,38.0,-984.0,-7.0,-16.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,240484952,1724164510,0.0,0.0,0.0
1724164510.3079839,messages/msg/IMU,-21.0,38.0,-984.0,-7.0,-16.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,307271480,1724164510,0.0,0.0,0.0
1724164510.3680718,messages/msg/IMU,-28.0,51.0,-995.0,15.0,-14.0,41.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,367111682,1724164510,0.0,0.0,0.0
1724164510.4252462,messages/msg/IMU,-34.0,37.0,-990.0,20.0,-4.0,28.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,423993587,1724164510,0.0,0.0,0.0
1724164510.4896846,messages/msg/IMU,-34.0,37.0,-990.0,20.0,-4.0,28.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,488787174,1724164510,0.0,0.0,0.0
1724164510.56217,messages/msg/IMU,-31.0,33.0,-994.0,16.0,-15.0,14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,561625957,1724164510,0.0,0.0,0.0
1724164510.623587,messages/msg/IMU,-30.0,28.0,-994.0,27.0,-29.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,622431278,1724164510,0.0,0.0,0.0
1724164510.6722667,messages/msg/IMU,-30.0,28.0,-994.0,27.0,-29.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,671297788,1724164510,0.0,0.0,0.0
1724164510.726875,messages/msg/IMU,-47.0,21.0,-998.0,28.0,-28.0,-3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,726151466,1724164510,0.0,0.0,0.0
1724164510.785834,messages/msg/IMU,-47.0,21.0,-998.0,28.0,-28.0,-3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,785035371,1724164510,0.0,0.0,0.0
1724164510.8314164,messages/msg/IMU,-29.0,24.0,-1008.0,32.0,0.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,830910682,1724164510,0.0,0.0,0.0
1724164510.8876898,messages/msg/IMU,-29.0,24.0,-1008.0,32.0,0.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,886724233,1724164510,0.0,0.0,0.0
1724164510.952256,messages/msg/IMU,-35.0,35.0,-1002.0,20.0,14.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,951548337,1724164510,0.0,0.0,0.0
1724164511.028911,messages/msg/IMU,-30.0,26.0,-1000.0,19.0,37.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,27873039,1724164511,0.0,0.0,0.0
1724164511.0887415,messages/msg/IMU,-30.0,26.0,-1000.0,19.0,37.0,-12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,87767839,1724164511,0.0,0.0,0.0
1724164511.143805,messages/msg/IMU,-17.0,33.0,-993.0,23.0,37.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,143559455,1724164511,0.0,0.0,0.0
1724164511.2299838,messages/msg/IMU,-17.0,22.0,-990.0,7.0,35.0,3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,228839874,1724164511,0.0,0.0,0.0
1724164511.2811115,messages/msg/IMU,-17.0,22.0,-990.0,7.0,35.0,3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,280702829,1724164511,0.0,0.0,0.0
1724164511.3511055,messages/msg/IMU,-21.0,-2.0,-1013.0,-3.0,27.0,4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,350536584,1724164511,0.0,0.0,0.0
1724164511.4290195,messages/msg/IMU,-19.0,25.0,-986.0,-25.0,9.0,-16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,428327083,1724164511,0.0,0.0,0.0
1724164511.49258,messages/msg/IMU,-19.0,25.0,-986.0,-25.0,9.0,-16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,492160797,1724164511,0.0,0.0,0.0
1724164511.5604758,messages/msg/IMU,-15.0,37.0,-991.0,-39.0,-10.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,560010910,1724164511,0.0,0.0,0.0
1724164511.623878,messages/msg/IMU,-30.0,20.0,-992.0,-33.0,-16.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,623377323,1724164511,0.0,0.0,0.0
1724164511.6833208,messages/msg/IMU,-30.0,20.0,-992.0,-33.0,-16.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,682234764,1724164511,0.0,0.0,0.0
1724164511.7446713,messages/msg/IMU,-40.0,44.0,-984.0,-28.0,-32.0,-30.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,743686676,1724164511,0.0,0.0,0.0
1724164511.8089714,messages/msg/IMU,-38.0,30.0,-987.0,0.0,-24.0,-25.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,807513236,1724164511,0.0,0.0,0.0
1724164511.8541393,messages/msg/IMU,-38.0,30.0,-987.0,0.0,-24.0,-25.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,853394031,1724164511,0.0,0.0,0.0
1724164511.9360197,messages/msg/IMU,-40.0,49.0,-968.0,5.0,-23.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,935212850,1724164511,0.0,0.0,0.0
1724164513.0174286,messages/msg/IMU,-22.0,27.0,-992.0,10.0,30.0,14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,16729116,1724164513,0.0,0.0,0.0
1724164513.0729833,messages/msg/IMU,-22.0,27.0,-992.0,10.0,30.0,14.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,72487115,1724164513,0.0,0.0,0.0
1724164513.1324444,messages/msg/IMU,-14.0,17.0,-989.0,-1.0,22.0,-28.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,131983041,1724164513,0.0,0.0,0.0
1724164513.199931,messages/msg/IMU,3.0,17.0,-982.0,4.0,8.0,-65.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,198803186,1724164513,0.0,0.0,0.0
1724164513.2572744,messages/msg/IMU,3.0,17.0,-982.0,4.0,8.0,-65.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,256650209,1724164513,0.0,0.0,0.0
1724164513.3200474,messages/msg/IMU,-2.0,26.0,-993.0,9.0,3.0,-53.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,318525075,1724164513,0.0,0.0,0.0
1724164513.370326,messages/msg/IMU,-2.0,26.0,-993.0,9.0,3.0,-53.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,369348764,1724164513,0.0,0.0,0.0
1724164513.425771,messages/msg/IMU,-7.0,14.0,-987.0,10.0,6.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,425232410,1724164513,0.0,0.0,0.0
1724164513.4909039,messages/msg/IMU,-7.0,14.0,-987.0,10.0,6.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,489839076,1724164513,0.0,0.0,0.0
1724164513.5368187,messages/msg/IMU,-10.0,28.0,-1007.0,-3.0,8.0,-74.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,535715818,1724164513,0.0,0.0,0.0
1724164513.5985565,messages/msg/IMU,-10.0,28.0,-1007.0,-3.0,8.0,-74.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,597549915,1724164513,0.0,0.0,0.0
1724164513.6477864,messages/msg/IMU,-12.0,11.0,-991.0,-11.0,1.0,-86.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,647417068,1724164513,0.0,0.0,0.0
1724164513.713536,messages/msg/IMU,-9.0,19.0,-996.0,-10.0,-12.0,-92.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,712278366,1724164513,0.0,0.0,0.0
1724164513.755252,messages/msg/IMU,-9.0,19.0,-996.0,-10.0,-12.0,-92.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,754130601,1724164513,0.0,0.0,0.0
