t,__msgtype__,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,header.__msgtype__,header.frame_id,header.stamp.__msgtype__,header.stamp.nanosec,header.stamp.sec,mag_x,mag_y,mag_z
1724164526.013082,messages/msg/IMU,-41.0,26.0,-996.0,-2.0,68.0,-66.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,12238025,1724164526,0.0,0.0,0.0
1724164526.0637014,messages/msg/IMU,-41.0,26.0,-996.0,-2.0,68.0,-66.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,63102006,1724164526,0.0,0.0,0.0
1724164526.140942,messages/msg/IMU,-19.0,37.0,-993.0,0.0,64.0,-48.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,139896631,1724164526,0.0,0.0,0.0
1724164526.200444,messages/msg/IMU,-23.0,37.0,-1004.0,-4.0,61.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,199777841,1724164526,0.0,0.0,0.0
1724164526.2540011,messages/msg/IMU,-23.0,37.0,-1004.0,-4.0,61.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,253622055,1724164526,0.0,0.0,0.0
1724164526.3159444,messages/msg/IMU,-7.0,35.0,-999.0,-4.0,61.0,-2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,314937353,1724164526,0.0,0.0,0.0
1724164526.3780098,messages/msg/IMU,-7.0,35.0,-999.0,-4.0,61.0,-2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,376773357,1724164526,0.0,0.0,0.0
1724164526.441212,messages/msg/IMU,-7.0,31.0,-989.0,-13.0,50.0,12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,440271139,1724164526,0.0,0.0,0.0
1724164526.4906604,messages/msg/IMU,-7.0,31.0,-989.0,-13.0,50.0,12.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,490138292,1724164526,0.0,0.0,0.0
1724164526.5375986,messages/msg/IMU,-14.0,45.0,-997.0,-8.0,30.0,23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,537013292,1724164526,0.0,0.0,0.0
1724164526.5897067,messages/msg/IMU,-14.0,45.0,-997.0,-8.0,30.0,23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,588874101,1724164526,0.0,0.0,0.0
1724164526.6357982,messages/msg/IMU,-12.0,31.0,-999.0,-8.0,17.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,634780645,1724164526,0.0,0.0,0.0
1724164526.6995013,messages/msg/IMU,-12.0,31.0,-999.0,-8.0,17.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,698583364,1724164526,0.0,0.0,0.0
1724164526.766353,messages/msg/IMU,-10.0,35.0,-991.0,0.0,17.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,765437364,1724164526,0.0,0.0,0.0
1724164526.8671107,messages/msg/IMU,-21.0,34.0,-997.0,15.0,0.0,-36.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,866131544,1724164526,0.0,0.0,0.0
1724164526.9303727,messages/msg/IMU,-32.0,25.0,-992.0,46.0,-7.0,-37.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,929961204,1724164526,0.0,0.0,0.0
1724164526.9952784,messages/msg/IMU,-32.0,25.0,-992.0,46.0,-7.0,-37.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,994788885,1724164526,0.0,0.0,0.0
1724164527.0438843,messages/msg/IMU,-12.0,20.0,-993.0,69.0,-16.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,42988777,1724164527,0.0,0.0,0.0
1724164527.0948274,messages/msg/IMU,-12.0,20.0,-993.0,69.0,-16.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,93865633,1724164527,0.0,0.0,0.0
1724164527.1585007,messages/msg/IMU,-33.0,20.0,-1001.0,82.0,-27.0,-54.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,157659053,1724164527,0.0,0.0,0.0
1724164527.2188685,messages/msg/IMU,-25.0,12.0,-1000.0,80.0,-10.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,217549085,1724164527,0.0,0.0,0.0
1724164527.2765405,messages/msg/IMU,-25.0,12.0,-1000.0,80.0,-10.0,-57.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,275340557,1724164527,0.0,0.0,0.0
1724164527.3413363,messages/msg/IMU,-24.0,-11.0,-994.0,94.0,-7.0,-47.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,340166091,1724164527,0.0,0.0,0.0
1724164527.4194953,messages/msg/IMU,-9.0,-7.0,-997.0,99.0,1.0,-39.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,418994426,1724164527,0.0,0.0,0.0
1724164527.4640868,messages/msg/IMU,-9.0,-7.0,-997.0,99.0,1.0,-39.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,463834762,1724164527,0.0,0.0,0.0
1724164527.5264788,messages/msg/IMU,-25.0,-26.0,-984.0,85.0,11.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,525671720,1724164527,0.0,0.0,0.0
1724164527.5989645,messages/msg/IMU,-6.0,-50.0,-994.0,60.0,25.0,-20.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,598475694,1724164527,0.0,0.0,0.0
1724164527.6597388,messages/msg/IMU,-6.0,-50.0,-994.0,60.0,25.0,-20.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,658591508,1724164527,0.0,0.0,0.0
1724164527.7196867,messages/msg/IMU,-8.0,-36.0,-993.0,28.0,37.0,-5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,718834400,1724164527,0.0,0.0,0.0
1724164527.773282,messages/msg/IMU,-8.0,-36.0,-993.0,28.0,37.0,-5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,772689342,1724164527,0.0,0.0,0.0
1724164527.8452194,messages/msg/IMU,-18.0,-25.0,-1004.0,-5.0,45.0,5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,844564199,1724164527,0.0,0.0,0.0
1724164527.9265823,messages/msg/IMU,6.0,-37.0,-988.0,-17.0,47.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,925359249,1724164527,0.0,0.0,0.0
1724164527.983381,messages/msg/IMU,6.0,-37.0,-988.0,-17.0,47.0,2.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,982241868,1724164527,0.0,0.0,0.0
1724164528.0319793,messages/msg/IMU,18.0,-38.0,-980.0,-30.0,40.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,31076192,1724164528,0.0,0.0,0.0
1724164528.0795138,messages/msg/IMU,18.0,-38.0,-980.0,-30.0,40.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,78982830,1724164528,0.0,0.0,0.0
1724164528.157025,messages/msg/IMU,5.0,-40.0,-993.0,-35.0,33.0,4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,155748605,1724164528,0.0,0.0,0.0
1724164528.2233636,messages/msg/IMU,17.0,-14.0,-999.0,-42.0,25.0,10.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,223026037,1724164528,0.0,0.0,0.0
1724164528.3107405,messages/msg/IMU,10.0,-10.0,-988.0,-44.0,30.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,309794187,1724164528,0.0,0.0,0.0
1724164528.3786135,messages/msg/IMU,10.0,-10.0,-988.0,-44.0,30.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,378117799,1724164528,0.0,0.0,0.0
1724164528.4289923,messages/msg/IMU,20.0,-23.0,-995.0,-49.0,26.0,11.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,427984952,1724164528,0.0,0.0,0.0
1724164528.4866521,messages/msg/IMU,20.0,-23.0,-995.0,-49.0,26.0,11.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,485834121,1724164528,0.0,0.0,0.0
1724164528.5426946,messages/msg/IMU,27.0,-3.0,-987.0,-36.0,22.0,17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,541682243,1724164528,0.0,0.0,0.0
1724164528.6028655,messages/msg/IMU,22.0,-7.0,-996.0,-36.0,25.0,24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,602516651,1724164528,0.0,0.0,0.0
1724164528.6638284,messages/msg/IMU,22.0,-7.0,-996.0,-36.0,25.0,24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,663389205,1724164528,0.0,0.0,0.0
1724164528.7281537,messages/msg/IMU,20.0,5.0,-999.0,-55.0,26.0,18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,727184057,1724164528,0.0,0.0,0.0
1724164528.7903404,messages/msg/IMU,20.0,5.0,-999.0,-55.0,26.0,18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,790015697,1724164528,0.0,0.0,0.0
1724164528.8520093,messages/msg/IMU,21.0,4.0,-987.0,-72.0,15.0,10.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,850852489,1724164528,0.0,0.0,0.0
1724164528.909539,messages/msg/IMU,-12.0,11.0,-994.0,-65.0,6.0,4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,908698081,1724164528,0.0,0.0,0.0
1724164528.9851177,messages/msg/IMU,-12.0,11.0,-994.0,-65.0,6.0,4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,984529972,1724164528,0.0,0.0,0.0
1724164529.0364187,messages/msg/IMU,-9.0,15.0,-990.0,-62.0,-30.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,35401105,1724164529,0.0,0.0,0.0
1724164529.0836587,messages/msg/IMU,-9.0,15.0,-990.0,-62.0,-30.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,83308696,1724164529,0.0,0.0,0.0
1724164529.137467,messages/msg/IMU,6.0,17.0,-987.0,-74.0,-60.0,-35.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,137135982,1724164529,0.0,0.0,0.0
1724164529.1981697,messages/msg/IMU,-13.0,16.0,-981.0,-70.0,-107.0,-52.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,196979284,1724164529,0.0,0.0,0.0
1724164529.2547698,messages/msg/IMU,-13.0,16.0,-981.0,-70.0,-107.0,-52.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,253818511,1724164529,0.0,0.0,0.0
1724164529.3106573,messages/msg/IMU,-13.0,16.0,-981.0,-70.0,-107.0,-52.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,309669494,1724164529,0.0,0.0,0.0
1724164529.375026,messages/msg/IMU,-26.0,56.0,-984.0,-64.0,-127.0,-76.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,374495983,1724164529,0.0,0.0,0.0
1724164529.4298267,messages/msg/IMU,-30.0,39.0,-977.0,-48.0,-126.0,-71.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,428596019,1724164529,0.0,0.0,0.0
1724164529.4775565,messages/msg/IMU,-30.0,39.0,-977.0,-48.0,-126.0,-71.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,476457834,1724164529,0.0,0.0,0.0
1724164529.537063,messages/msg/IMU,-34.0,19.0,-978.0,-36.0,-109.0,-68.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,536299705,1724164529,0.0,0.0,0.0
1724164529.6092482,messages/msg/IMU,-34.0,45.0,-988.0,-24.0,-96.0,-60.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,608107805,1724164529,0.0,0.0,0.0
1724164529.672849,messages/msg/IMU,-34.0,45.0,-988.0,-24.0,-96.0,-60.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,671935319,1724164529,0.0,0.0,0.0
1724164529.747709,messages/msg/IMU,-50.0,52.0,-995.0,-14.0,-65.0,-34.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,746901273,1724164529,0.0,0.0,0.0
1724164529.7979255,messages/msg/IMU,-25.0,60.0,-986.0,-18.0,-28.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,796732425,1724164529,0.0,0.0,0.0
1724164529.854329,messages/msg/IMU,-25.0,60.0,-986.0,-18.0,-28.0,-22.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,853274822,1724164529,0.0,0.0,0.0
1724164529.9164698,messages/msg/IMU,-36.0,61.0,-996.0,-16.0,8.0,-1.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,916108369,1724164529,0.0,0.0,0.0
1724164529.9701095,messages/msg/IMU,-36.0,61.0,-996.0,-16.0,8.0,-1.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,968965053,1724164529,0.0,0.0,0.0
1724164530.0424607,messages/msg/IMU,-34.0,57.0,-991.0,-6.0,42.0,18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,41801452,1724164530,0.0,0.0,0.0
1724164530.1026409,messages/msg/IMU,-31.0,56.0,-992.0,-5.0,69.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,101624488,1724164530,0.0,0.0,0.0
1724164530.1526525,messages/msg/IMU,-31.0,56.0,-992.0,-5.0,69.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,152020931,1724164530,0.0,0.0,0.0
1724164530.21176,messages/msg/IMU,-26.0,60.0,-994.0,-14.0,66.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,210863113,1724164530,0.0,0.0,0.0
1724164530.2555876,messages/msg/IMU,-26.0,60.0,-994.0,-14.0,66.0,26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,254746437,1724164530,0.0,0.0,0.0
1724164530.3209012,messages/msg/IMU,-17.0,57.0,-986.0,-8.0,58.0,21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,319623947,1724164530,0.0,0.0,0.0
1724164530.370425,messages/msg/IMU,-17.0,57.0,-986.0,-8.0,58.0,21.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,369441509,1724164530,0.0,0.0,0.0
1724164530.428386,messages/msg/IMU,-16.0,48.0,-997.0,-5.0,34.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,427318811,1724164530,0.0,0.0,0.0
1724164530.4816852,messages/msg/IMU,-16.0,48.0,-997.0,-5.0,34.0,19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,481178522,1724164530,0.0,0.0,0.0
1724164530.5456443,messages/msg/IMU,-29.0,52.0,-985.0,4.0,17.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,545002460,1724164530,0.0,0.0,0.0
1724164530.6131084,messages/msg/IMU,-29.0,49.0,-994.0,11.0,6.0,-3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,611848115,1724164530,0.0,0.0,0.0
1724164530.6540868,messages/msg/IMU,-29.0,49.0,-994.0,11.0,6.0,-3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,653714656,1724164530,0.0,0.0,0.0
1724164530.7371645,messages/msg/IMU,-11.0,41.0,-990.0,17.0,-6.0,-16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,736460447,1724164530,0.0,0.0,0.0
1724164530.7916079,messages/msg/IMU,-11.0,41.0,-990.0,17.0,-6.0,-16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,789318084,1724164530,0.0,0.0,0.0
1724164530.8387065,messages/msg/IMU,-25.0,51.0,-1005.0,24.0,-8.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,838186025,1724164530,0.0,0.0,0.0
1724164530.8999145,messages/msg/IMU,-23.0,48.0,-995.0,24.0,-4.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,899021863,1724164530,0.0,0.0,0.0
1724164530.951657,messages/msg/IMU,-23.0,48.0,-995.0,24.0,-4.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,950883388,1724164530,0.0,0.0,0.0
1724164531.0306206,messages/msg/IMU,-30.0,47.0,-1006.0,19.0,-1.0,-24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,29244184,1724164531,0.0,0.0,0.0
1724164531.0831947,messages/msg/IMU,-30.0,47.0,-1006.0,19.0,-1.0,-24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,82100152,1724164531,0.0,0.0,0.0
1724164531.1350725,messages/msg/IMU,-34.0,56.0,-995.0,16.0,1.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,133997201,1724164531,0.0,0.0,0.0
1724164531.1817584,messages/msg/IMU,-34.0,56.0,-995.0,16.0,1.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,180678129,1724164531,0.0,0.0,0.0
1724164531.2341435,messages/msg/IMU,-19.0,47.0,-982.0,21.0,-6.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,233535051,1724164531,0.0,0.0,0.0
1724164531.2949445,messages/msg/IMU,-19.0,47.0,-982.0,21.0,-6.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,294372320,1724164531,0.0,0.0,0.0
1724164531.3480628,messages/msg/IMU,-35.0,40.0,-995.0,36.0,-22.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,347231388,1724164531,0.0,0.0,0.0
1724164531.4139402,messages/msg/IMU,-31.0,38.0,-1000.0,32.0,-19.0,-24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,413054943,1724164531,0.0,0.0,0.0
1724164531.4763033,messages/msg/IMU,-31.0,38.0,-1000.0,32.0,-19.0,-24.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,475557565,1724164531,0.0,0.0,0.0
1724164531.5266957,messages/msg/IMU,-40.0,35.0,-1006.0,39.0,-15.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,525459766,1724164531,0.0,0.0,0.0
1724164531.5887897,messages/msg/IMU,-40.0,35.0,-1006.0,39.0,-15.0,-27.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,588025808,1724164531,0.0,0.0,0.0
1724164531.6530628,messages/msg/IMU,-27.0,37.0,-997.0,43.0,-14.0,-23.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,652363538,1724164531,0.0,0.0,0.0
1724164531.7066426,messages/msg/IMU,-29.0,41.0,-995.0,34.0,-1.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,705223321,1724164531,0.0,0.0,0.0
1724164531.7512972,messages/msg/IMU,-29.0,41.0,-995.0,34.0,-1.0,-26.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,750642776,1724164531,0.0,0.0,0.0
1724164531.8302395,messages/msg/IMU,-36.0,24.0,-999.0,33.0,7.0,-5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,829404592,1724164531,0.0,0.0,0.0
1724164531.8958514,messages/msg/IMU,-36.0,24.0,-999.0,33.0,7.0,-5.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,895229101,1724164531,0.0,0.0,0.0
1724164531.9568634,messages/msg/IMU,-30.0,22.0,-996.0,41.0,36.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,956067323,1724164531,0.0,0.0,0.0
1724164532.0148783,messages/msg/IMU,-26.0,18.0,-988.0,58.0,42.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,13946771,1724164532,0.0,0.0,0.0
1724164532.0908823,messages/msg/IMU,-26.0,18.0,-988.0,58.0,42.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,89708328,1724164532,0.0,0.0,0.0
1724164532.1478117,messages/msg/IMU,-27.0,-1.0,-987.0,56.0,43.0,1.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,146555900,1724164532,0.0,0.0,0.0
1724164532.2095087,messages/msg/IMU,-17.0,7.0,-1004.0,57.0,47.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,208425998,1724164532,0.0,0.0,0.0
1724164532.2682927,messages/msg/IMU,-17.0,7.0,-1004.0,57.0,47.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,267233848,1724164532,0.0,0.0,0.0
1724164532.3166308,messages/msg/IMU,-17.0,-7.0,-998.0,43.0,50.0,0.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,316104173,1724164532,0.0,0.0,0.0
1724164532.3605514,messages/msg/IMU,-17.0,-7.0,-998.0,43.0,50.0,0.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,360012292,1724164532,0.0,0.0,0.0
1724164532.4247289,messages/msg/IMU,-6.0,-9.0,-988.0,17.0,31.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,423813819,1724164532,0.0,0.0,0.0
1724164532.5016177,messages/msg/IMU,-13.0,-16.0,-991.0,13.0,20.0,-7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,500608444,1724164532,0.0,0.0,0.0
1724164532.5666552,messages/msg/IMU,-13.0,-16.0,-991.0,13.0,20.0,-7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,565435171,1724164532,0.0,0.0,0.0
1724164532.6180584,messages/msg/IMU,-9.0,-20.0,-990.0,-5.0,9.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,617297410,1724164532,0.0,0.0,0.0
1724164532.6653154,messages/msg/IMU,-9.0,-20.0,-990.0,-5.0,9.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,664816141,1724164532,0.0,0.0,0.0
1724164532.7147255,messages/msg/IMU,-5.0,-11.0,-992.0,-24.0,-2.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,713672161,1724164532,0.0,0.0,0.0
1724164532.7722733,messages/msg/IMU,-5.0,-11.0,-992.0,-24.0,-2.0,-15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,771531343,1724164532,0.0,0.0,0.0
1724164532.834357,messages/msg/IMU,-13.0,-5.0,-991.0,-45.0,0.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,833369016,1724164532,0.0,0.0,0.0
1724164532.8959913,messages/msg/IMU,-13.0,-5.0,-991.0,-45.0,0.0,-19.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,895233631,1724164532,0.0,0.0,0.0
1724164532.9463253,messages/msg/IMU,-11.0,-10.0,-990.0,-51.0,-6.0,-7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,945135593,1724164532,0.0,0.0,0.0
1724164533.0306008,messages/msg/IMU,-23.0,7.0,-984.0,-50.0,-9.0,4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,29904603,1724164533,0.0,0.0,0.0
1724164533.0978558,messages/msg/IMU,-23.0,7.0,-984.0,-50.0,-9.0,4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,96489191,1724164533,0.0,0.0,0.0
1724164533.144073,messages/msg/IMU,-4.0,20.0,-986.0,-38.0,-19.0,-4.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,142876386,1724164533,0.0,0.0,0.0
1724164533.2112997,messages/msg/IMU,-20.0,33.0,-990.0,-37.0,-26.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,210751533,1724164533,0.0,0.0,0.0
1724164533.2626557,messages/msg/IMU,-20.0,33.0,-990.0,-37.0,-26.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,261641263,1724164533,0.0,0.0,0.0
1724164533.320824,messages/msg/IMU,-20.0,32.0,-992.0,-28.0,-19.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,319486618,1724164533,0.0,0.0,0.0
1724164533.3653038,messages/msg/IMU,-20.0,32.0,-992.0,-28.0,-19.0,-17.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,363992691,1724164533,0.0,0.0,0.0
1724164533.4303405,messages/msg/IMU,-19.0,23.0,-1003.0,-16.0,-13.0,-18.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,429773807,1724164533,0.0,0.0,0.0
1724164533.5080972,messages/msg/IMU,-18.0,19.0,-983.0,-8.0,-10.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,506571769,1724164533,0.0,0.0,0.0
1724164533.5703921,messages/msg/IMU,-18.0,19.0,-983.0,-8.0,-10.0,-13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,569400548,1724164533,0.0,0.0,0.0
1724164533.6261199,messages/msg/IMU,-20.0,39.0,-985.0,1.0,3.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,625251531,1724164533,0.0,0.0,0.0
1724164533.6839807,messages/msg/IMU,-20.0,39.0,-985.0,1.0,3.0,-9.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,683096170,1724164533,0.0,0.0,0.0
1724164533.7365463,messages/msg/IMU,-12.0,37.0,-987.0,3.0,21.0,0.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,735678672,1724164533,0.0,0.0,0.0
1724164533.802081,messages/msg/IMU,-17.0,27.0,-993.0,10.0,21.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,801504850,1724164533,0.0,0.0,0.0
1724164533.859833,messages/msg/IMU,-17.0,27.0,-993.0,10.0,21.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,859377861,1724164533,0.0,0.0,0.0
1724164533.9234152,messages/msg/IMU,-2.0,17.0,-1000.0,32.0,30.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,922180891,1724164533,0.0,0.0,0.0
1724164533.977435,messages/msg/IMU,-2.0,17.0,-1000.0,32.0,30.0,13.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,977034807,1724164533,0.0,0.0,0.0
1724164534.062457,messages/msg/IMU,-7.0,20.0,-993.0,43.0,35.0,6.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,61845064,1724164534,0.0,0.0,0.0
1724164534.1200433,messages/msg/IMU,4.0,26.0,-990.0,45.0,31.0,1.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,118657112,1724164534,0.0,0.0,0.0
1724164534.1752572,messages/msg/IMU,4.0,26.0,-990.0,45.0,31.0,1.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,174506425,1724164534,0.0,0.0,0.0
1724164534.2427309,messages/msg/IMU,-9.0,20.0,-989.0,47.0,18.0,7.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,242324113,1724164534,0.0,0.0,0.0
1724164534.3142753,messages/msg/IMU,-4.0,4.0,-988.0,46.0,17.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,313162326,1724164534,0.0,0.0,0.0
1724164534.3727162,messages/msg/IMU,-4.0,4.0,-988.0,46.0,17.0,15.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,371978998,1724164534,0.0,0.0,0.0
1724164534.4344344,messages/msg/IMU,-9.0,1.0,-990.0,32.0,4.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,433847904,1724164534,0.0,0.0,0.0
1724164534.4843853,messages/msg/IMU,-9.0,1.0,-990.0,32.0,4.0,8.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,483426094,1724164534,0.0,0.0,0.0
1724164534.5335824,messages/msg/IMU,4.0,-10.0,-1001.0,20.0,-12.0,3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,533264875,1724164534,0.0,0.0,0.0
1724164534.5904582,messages/msg/IMU,4.0,-10.0,-1001.0,20.0,-12.0,3.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,589073181,1724164534,0.0,0.0,0.0
1724164534.6501682,messages/msg/IMU,0.0,-14.0,-999.0,8.0,-13.0,16.0,std_msgs/msg/Header,,builtin_interfaces/msg/Time,649908542,1724164534,0.0,0.0,0.0
